0.001563, 0.062500, 50
0.007301, 0.114764, 50
0.020208, 0.258139, 50
0.043139, 0.458636, 50
0.077503, 0.687279, 50
0.123258, 0.915090, 50
0.180345, 1.141748, 50
0.248690, 1.366897, 50
0.328196, 1.590126, 50
0.418744, 1.810957, 50
0.520185, 2.028823, 50
0.632338, 2.243042, 50
0.754977, 2.452781, 50
0.887828, 2.657020, 50
1.030552, 2.854492, 50
1.182733, 3.043621, 50
1.343855, 3.222440, 50
1.513280, 3.388504, 50
1.690220, 3.538799, 50
1.873706, 3.669712, 50
2.062561, 3.777106, 50
2.255398, 3.856733, 50
2.450661, 3.905267, 50
2.646787, 3.922516, 50
2.842553, 3.915310, 50
3.037690, 3.902740, 50
3.233683, 3.919872, 50
3.434356, 4.013460, 50
3.645589, 4.224649, 50
3.873905, 4.566330, 50
4.124654, 5.014985, 50
4.400930, 5.525519, 50
4.703633, 6.054054, 50
5.032187, 6.571080, 50
5.385307, 7.062396, 50
5.761527, 7.524405, 50
6.158050, 7.930459, 50
6.570721, 8.253409, 50
6.995471, 8.495014, 50
7.428374, 8.658063, 50
7.867182, 8.776154, 50
8.311402, 8.884406, 50
8.760787, 8.987696, 50
9.215310, 9.090446, 50
9.675161, 9.197030, 50
10.140769, 9.312165, 50
10.611582, 9.416246, 50
11.085619, 9.480749, 50
11.560660, 9.500811, 50
12.034585, 9.478511, 50
12.506640, 9.441104, 50
12.977861, 9.424418, 50
13.449603, 9.434831, 50
13.922666, 9.461255, 50
14.396582, 9.478325, 50
14.868848, 9.445321, 50
15.334644, 9.315927, 50
15.787622, 9.059561, 50
16.221619, 8.679927, 50
16.632256, 8.212753, 50
17.017510, 7.705078, 50
17.377283, 7.195455, 50
17.712616, 6.706656, 50
18.025018, 6.248039, 50
18.316056, 5.820763, 50
18.587159, 5.422068, 50
18.839551, 5.047843, 50
19.074246, 4.693904, 50
19.292072, 4.356514, 50
19.493699, 4.032530, 50
19.679668, 3.719384, 50
19.850418, 3.415007, 50
20.006305, 3.117740, 50
20.147618, 2.826251, 50
20.274591, 2.539466, 50
20.387417, 2.256513, 50
20.486251, 1.976677, 50
20.571219, 1.699365, 50
20.642423, 1.424082, 50
20.699943, 1.150401, 50
20.743841, 0.877955, 50
20.774162, 0.606416, 50
20.792221, 0.361190, 50
20.801011, 0.175796, 50
20.803918, 0.058133, 50
20.804323, 0.008109, 50
20.804323, 0.000000, 50
